Bag_Type,Date,Material_Style,Price,Currency
Birkin 35,5/2/21,Epsom ,61900,USD
Birkin 35,6/25/21,Lizard Ombre ,18300,USD
Birkin 35,6/28/21,Ostrich ,15200,USD
Birkin 35,7/5/21,Ostrich,11200,EUR
Birkin 35,7/13/21,Epsom,5650,EUR
Birkin 35,8/9/21,Evercolor ,65200,HKD
Birkin 35,9/11/21,Chèvre,6500,EUR
Birkin 35,9/30/21,Swift ,66800,HKD
Birkin 35,10/29/21,Croc buckle ,70100,HKD
Birkin 35,11/23/21,Box,7200,EUR
Birkin 35,12/29/21,Epsom ,7700,USD
Birkin 35,1/20/21,Epsom ,10200,USD
Birkin 35,1/20/21,Epsom ,81600,HKD
Birkin 35,1/30/21,Veau Madame ,11400,USD
Birkin 35,2/14/21,Evercolor ,11100,USD
Birkin 35,6/19/21,Swift Marble Silk,14100,EUR
Birkin 35,8/19/21,Epsom,7450,EUR
Birkin 35,8/24/21,Ostrich,13900,EUR
Birkin 35,10/1/21,Veau Madame,8400,EUR
Birkin 35,1/4/21,Clemence,4500,EUR
Birkin 35,2/25/21,Clemence ,49300,HKD
Birkin 35,3/19/21,Clemence ,9000,SGD
Birkin 35,1/23/21,Ostrich ,13200,USD
Birkin 35,2/20/21,Swift  SD,6500,USD
Birkin 35,4/7/21,Clemence ,7050,CAD
Birkin 35,4/14/21,Ostrich  CAS,14600,USD
Birkin 35,5/5/21,Touch Swift/Alligator ,9600,USD
Birkin 35,5/10/21,Ostrich,9100,EUR
Birkin 35,5/18/21,Touch Swift/Alligator ,11200,CAD
Birkin 35,6/24/21,Swift /,4770,USD
Birkin 35,6/24/21,Clemence ,4400,USD
Birkin 35,7/31/21,Clemence ,6100,USD
Birkin 35,7/31/21,Swift ,9500,SGD
Birkin 35,8/12/21,Clemence,4500,EUR
Birkin 35,8/22/21,Clemence ,4520,USD
Birkin 35,10/23/21,Swift USD,6450,USD
Birkin 35,11/9/21,Swift ,7550,CAD
Birkin 35,11/15/21,Swift ,52000,HKD
Birkin 35,12/8/21,Swift,4750,EUR
Birkin 35,12/20/21,Clemence  RMB,46500,USD
Birkin 35,12/25/21,Swift  RMB,49100,USD
Birkin 35,1/4/21,Clemence ,11535,AUD
Birkin 35,1/8/21,Clemence ,11200,SGD
Birkin 35,1/14/21,Clemence /,5600,EUR
Birkin 35,1/18/21,Swift verso ,63500,HKD
Birkin 35,5/1/21,Evercolor ,11500,SGD
Birkin 35,6/24/21,Clemence ,5630,USD
Birkin 35,7/29/21,Clemence  CDN,8700,USD
Birkin 35,8/12/21,Evercolor ,5750,USD
Birkin 35,10/17/21,Touch Clemence/Alligator ,13500,SGD
Birkin 35,11/8/21,Clemence ,61400,HKD
Birkin 35,11/15/21,Evercolor ,63000,HKD
Birkin 35,2/10/21,Clemence /,6100,EUR
Birkin 35,5/6/21,Clemence ,12200,SGD
Birkin 35,11/10/21,Clemence ,66800,HKD
Birkin 35,1/7/21,Clemence ,2650,SGD
Birkin 35,1/20/21,Clemence ,1800,USD
Birkin 35,1/20/21,Maurice ,1875,USD
Birkin 35,2/5/21,Clemence /,1290,EUR
Birkin 35,2/20/21,Clemence ,2075,CAD
Birkin 35,3/27/21,Clemence CHF,1550,USD
Birkin 35,4/16/21,Clemence,1330,EUR
Birkin 35,5/24/21,Maurice ,2750,SGD
Birkin 35,11/15/21,Clemence ,14600,HKD
Birkin 35,12/20/21,Clemence  RMB,13750,USD
Birkin 35,1/13/21,Clemence ,4950,SGD
Birkin 35,1/14/21,Clemence,2490,EUR
Birkin 35,1/28/21,Clemence ,5130,AUD
Birkin 35,1/28/21,Clemence  SEK,28300,USD
Birkin 35,2/5/21,Grizzly/Swift /,3250,EUR
Birkin 35,2/5/21,Maurice /,2550,EUR
Birkin 35,2/24/21,Clemence ,3375,USD
Birkin 35,5/25/21,Maurice ,5100,SGD
Birkin 35,10/13/21,Clemence ,3900,CAD
Birkin 35,11/15/21,Clemence ,27000,HKD
Birkin 35,1/17/21,Epsom ,5500,SGD
Birkin 35,2/23/21,Clemence ,3800,USD
Birkin 35,7/6/21,Clemence ,5600,SGD
Birkin 35,11/14/21,Clemence,3100,EUR
HAC 50,4/20/21,Togo,10960,USD
Constance 18,1/23/21,Epsom ,11300,SGD
Constance 18,2/4/21,Ostrich ,124700,HKD
Constance 18,2/14/21,Ostrich ,15500,USD
Constance 18,3/14/21,Epsom ,7700,USD
Constance 18,3/28/21,Epsom,69.9,SEK
Constance 18,4/17/21,Butler ,8550,USD
Constance 18,5/2/21,Epsom ,61900,USD
Constance 18,6/25/21,Lizard Ombre ,18300,USD
Constance 18,6/28/21,Ostrich ,15200,USD
Constance 18,7/5/21,Ostrich,11200,EUR
Constance 18,7/13/21,Epsom,5650,EUR
Constance 18,8/9/21,Evercolor ,65200,HKD
Constance 18,9/11/21,Chèvre,6500,EUR
Constance 18,9/30/21,Swift ,66800,HKD
Constance 18,10/29/21,Croc buckle ,70100,HKD
Constance 18,11/23/21,Box,7200,EUR
Constance 18,12/29/21,Epsom ,7700,USD
Constance 24,1/20/21,Epsom ,10200,USD
Constance 24,1/20/21,Epsom ,81600,HKD
Constance 24,1/30/21,Veau Madame ,11400,USD
Constance 24,2/14/21,Evercolor ,11100,USD
Constance 24,6/19/21,Swift Marble Silk,14100,EUR
Constance 24,8/19/21,Epsom,7450,EUR
Constance 24,8/24/21,Ostrich,13900,EUR
Constance 24,10/1/21,Veau Madame,8400,EUR
Lindy 19,1/4/21,Clemence,4500,EUR
Lindy 19,2/25/21,Clemence ,49300,HKD
Lindy 19,3/19/21,Clemence ,9000,SGD
Lindy 19,1/23/21,Ostrich ,13200,USD
Lindy 19,2/20/21,Swift  SD,6500,USD
Lindy 19,4/7/21,Clemence ,7050,CAD
Lindy 19,4/14/21,Ostrich  CAS,14600,USD
Lindy 19,5/5/21,Touch Swift/Alligator ,9600,USD
Lindy 19,5/10/21,Ostrich,9100,EUR
Lindy 19,5/18/21,Touch Swift/Alligator ,11200,CAD
Lindy 19,6/24/21,Swift ,4770,USD
Lindy 19,6/24/21,Swift,4750,EUR
Lindy 19,6/24/21,Clemence ,4400,USD
Lindy 19,7/31/21,Clemence ,6100,USD
Lindy 19,7/31/21,Swift ,9500,SGD
Lindy 19,8/12/21,Clemence,4500,EUR
Lindy 19,8/22/21,Clemence ,4520,USD
Lindy 19,10/23/21,Swift USD,6450,USD
Lindy 19,11/9/21,Swift ,7550,CAD
Lindy 19,11/15/21,Swift ,52000,HKD
Lindy 19,12/8/21,Swift,4750,EUR
Lindy 19,12/20/21,Clemence,46500,RMB
Lindy 19,12/25/21,Swift,49100,RMB
Lindy 26,1/4/21,Clemence ,11535,AUD
Lindy 26,1/8/21,Clemence ,11200,SGD
Lindy 26,1/14/21,Clemence,5600,EUR
Lindy 26,1/14/21,Clemence ,5630,USD
Lindy 26,1/18/21,Swift verso ,63500,HKD
Lindy 26,5/1/21,Evercolor ,11500,SGD
Lindy 26,6/24/21,Clemence ,5630,USD
Lindy 26,7/29/21,Clemence ,8700,CDN
Lindy 26,8/12/21,Evercolor ,5750,USD
Lindy 26,10/17/21,Touch Clemence/Alligator ,13500,SGD
Lindy 26,11/8/21,Clemence ,61400,HKD
Lindy 26,11/15/21,Evercolor ,63000,HKD
Lindy 30,2/10/21,Clemence,6100,EUR
Lindy 30,2/10/21,Clemence ,6130,USD
Lindy 30,5/6/21,Clemence ,12200,SGD
Lindy 30,11/10/21,Clemence ,66800,HKD
Evelyne 16,1/7/21,Clemence ,2650,SGD
Evelyne 16,1/20/21,Clemence ,1800,USD
Evelyne 16,1/20/21,Maurice ,1875,USD
Evelyne 16,2/5/21,Clemence,1290,EUR
Evelyne 16,2/5/21,Clemence ,1290,USD
Evelyne 16,2/20/21,Clemence ,2075,CAD
Evelyne 16,3/27/21,Clemence CHF,1550,USD
Evelyne 16,4/16/21,Clemence,1330,EUR
Evelyne 16,5/24/21,Maurice ,2750,SGD
Evelyne 16,11/15/21,Clemence ,14600,HKD
Evelyne 16,12/20/21,Clemence,13750,RMB
Evelyne 29,1/13/21,Clemence ,4950,SGD
Evelyne 29,1/14/21,Clemence,2490,EUR
Evelyne 29,1/28/21,Clemence ,5130,AUD
Evelyne 29,1/28/21,Clemence,28300,SEK
Evelyne 29,2/5/21,Grizzly/Swift,3250,EUR
Evelyne 29,2/5/21,Grizzly/Swift ,3270,USD
Evelyne 29,2/5/21,Maurice,2550,EUR
Evelyne 29,2/5/21,Maurice ,2570,USD
Evelyne 29,2/24/21,Clemence ,3375,USD
Evelyne 29,5/25/21,Maurice ,5100,SGD
Evelyne 29,10/13/21,Clemence ,3900,CAD
Evelyne 29,11/15/21,Clemence ,27000,HKD
Evelyne 33,1/17/21,Epsom ,5500,SGD
Evelyne 33,2/23/21,Clemence ,3800,USD
Evelyne 33,7/6/21,Clemence ,5600,SGD
Evelyne 30,11/14/21,Clemence,3100,EUR
Kelly 25,1/9/20,Togo Retourné,6800,EUR
Kelly 25,1/19/20,Togo Retourné ,14305,AUD
Kelly 25,1/22/20,Epsom Sellier ,7500,USD
Kelly 25,1/11/20,Chèvre Sellier ,11100,USD
Kelly 25,1/29/20,Ostrich Sellier,16000,EUR
Kelly 25,3/4/20,Sombrero Sellier ,11300,USD
Kelly 25,3/10/20,Togo Retourné ,6800,USD
Kelly 25,3/13/20,Tadelakt Sellier ,8400,USD
Kelly 25,3/18/20,Epsom Sellier ,84500,HKD
Kelly 25,4/2/20,Togo Retourné ,76400,HKD
Kelly 25,6/13/20,Swift Retourné ¥,1232000,JPY
Kelly 25,6/13/20,Togo Retourné ,9350,USD
Kelly 25,6/18/20,Ombré Lizard Sellier,17300,EUR
Kelly 25,6/19/20,Nilo Sellier,27800,EUR
Kelly 25,8/10/20,Togo Sellier ,10500,USD
Kelly 25,8/19/20,Epsom Sellier ,10300,USD
Kelly 25,12/17/20,Swift Retourné ,78100,HKD
Kelly 25,12/13/20,Epsom Sellier ,7500,GBP
Kelly 28,1/6/20,Epsom Sellier,7750,EUR
Kelly 28,1/11/20,Togo Retourné,7400,EUR
Kelly 28,2/1/20,Ostrich Sellier,17900,EUR
Kelly 28,2/11/20,Togo Retourné ,10200,USD
Kelly 28,2/25/20,Epsom Sellier,10700,USD
Kelly 28,3/4/20,Matte Alligator Retourné ,36000,USD
Kelly 28,4/13/20,Togo Retourné ,83100,HKD
Kelly 28,8/21/20,Barenia Retourne ,11300,USD
Kelly 28,10/30/20,Epsom Sellier ,11400,CAD
Kelly 32,1/9/20,Togo Retourné,8300,EUR
Kelly 32,1/19/20,Tadelakt Sellier ,12800,USD
Kelly 32,2/17/20,Clémence Retourné ,11000,USD
Kelly 32,2/29/20,Epsom Sellier ,11600,USD
Kelly 32,4/26/20,Togo Retourné ,89900,HKD
Kelly 35,4/13/20,Togo Retourné ,96600,HKD
Kelly 35,6/19/20,Evercolor Retourné,8800,EUR
Kelly 35,2/26/20,Epsom /,5800,EUR
Kelly 35,2/26/20,Chèvre,6250,EUR
Kelly 35,3/1/20,Chèvre ,8600,USD
Kelly 35,4/16/20,Alligator ,40700,SGD
Kelly 35,5/3/20,Epsom ,65100,HKD
Kelly 35,5/3/20,Chèvre ,70200,HKD
Kelly 35,8/2/20,Ostrich ,11500,USD
Kelly 35,9/15/20,Picnic in Swift ,113500,HKD
Kelly 35,11/28/20,Ostrich ,13600,USD
Birkin 25,1/9/20,Togo,6800,EUR
Birkin 25,1/9/20,Jonathan,7000,EUR
Birkin 25,1/10/20,Swift ,9850,USD
Birkin 25,1/11/20,Chèvre ,9900,USD
Birkin 25,1/18/20,Chèvre,7100,EUR
Birkin 25,1/22/20,Ostrich,13400,EUR
Birkin 25,2/14/20,Togo ,6800,USD
Birkin 25,2/26/20,Porosus Lisse,35400,EUR
Birkin 25,2/29/20,Novillo ,9800,USD
Birkin 25,3/3/20,Niloticus Croc ,49000,CAD
Birkin 25,3/13/20,Togo ,9650,USD
Birkin 25,3/31/20,Swift ,78000,HKD
Birkin 25,4/9/20,Barenia Faubourg ,87700,HKD
Birkin 25,6/14/20,Togo ¥,1276000,JPY
Birkin 25,10/19/20,Porosus Matte,43000,EUR
Birkin 25,11/29/20,Nilo Himalaya,57500,USD
Birkin 25,12/21/20,Chevre ,10100,USD
Birkin 30,1/2/20,Togo,7750,EUR
Birkin 30,1/3/20,Togo ,10900,USD
Birkin 30,1/4/20,Niloticus Croc ,47800,USD
Birkin 30,1/29/20,Ostrich,16000,EUR
Birkin 30,3/5/20,Togo ¥,1320000,JPY
Birkin 30,3/5/20,Sellier Vache Naturelle Grainé,10000,EUR
Birkin 30,5/23/20,Togo ,87000,HKD
Birkin 30,5/30/20,Epsom,7700,EUR
Birkin 30,6/23/20,Himalaya,48000,EUR
Birkin 30,7/12/20,Chèvre Mysore ,11500,USD
Birkin 30,8/7/20,Novillo ,12800,CAD
Birkin 30,8/6/20,Togo ,11000,USD
Birkin 30,9/25/20,Poro croc ,57700,USD
Birkin 30,10/5/20,Matt Alligator Touch ,22700,USD
Birkin 30,11/28/20,Nilo Himalaya ,64100,USD
Birkin 30,12/6/20,Togo ,11000,USD
Birkin 30,12/15/20,Ostrich ,22700,USD
Birkin 35,1/11/20,Togo ,12100,USD
Birkin 35,3/7/20,Epsom ,11800,USD
Birkin 35,3/9/20,Togo,8600,EUR
Birkin 35,4/8/20,CARGO Goéland Swift ,180000,HKD
Birkin 35,6/26/20,Togo ,12200,USD
Birkin 35,10/24/20,Epsom,8350,EUR
Birkin 35,10/31/20,Shadow ,14600,USD
HAC 40,9/27/20,Togo Retourne,9600,EUR
Constance 18,1/9/20,Evercolor,5850,EUR
Constance 18,1/15/20,Swift,5900,EUR
Constance 18,1/18/20,Evercolor ,8200,USD
Constance 18,1/25/20,Veau Monsieur w/Lizard buckle,6650,EUR
Constance 18,2/27/20,Swift ,8200,USD
Constance 18,4/1/20,Epsom ,62300,HKD
Constance 18,4/30/20,Swift ,66300,HKD
Constance 18,5/19/20,Evercolor ,65700,HKD
Constance 18,6/27/20,Box ,9950,USD
Constance 18,8/20/20,Tadelakt ,8500,USD
Constance 18,8/22/20,Veau Monsieur w/ Lizard Buckle ,9250,USD
Constance 18,8/28/20,Butler ,8700,USD
Constance 18,10/13/20,Swift (Verso) ,8200,USD
Constance 18,10/24/20,Epsom + enamel buckle ,8450,USD
Constance 18,10/25/20,Lisse Poro Crco ,33500,USD
Constance 18,12/19/20,Lizard ,16100,CAD
Constance 24,1/7/20,Epsom ,10300,USD
Constance 24,1/11/20,Epsom,7350,EUR
Constance 24,1/18/20,Evercolor,7900,EUR
Constance 24,2/21/20,Evercolor ,89300,HKD
Constance 24,6/22/20,Ostrich ,19200,USD
Constance 24,10/24/20,Matte Gator + Lizard Buckle ,34100,USD
Constance 24,11/21/20,Evercolor Verso ,11100,USD
Lindy 19,1/1/20,Swift,4650,EUR
Lindy 19,1/10/20,Clémence,4400,USD
Lindy 19,1/16/20,Clemence,4400,EUR
Lindy 19,1/17/20,Clemence,6100,USD
Lindy 19,2/10/20,Clémence,7050,CAD
Lindy 19,2/16/20,Clemence,789800,JPY
Lindy 19,2/26/20,Ostrich,9000,EUR
Lindy 19,3/13/20,Clémence,6150,USD
Lindy 19,3/22/20,Swift,52200,HKD
Lindy 19,5/30/20,Swift,6500,USD
Lindy 19,6/29/20,Clémence,8900,SGD
Lindy 19,7/9/20,Clémence,49400,HKD
Lindy 19,9/29/20,Clémence,6150,USD
Lindy 26,1/15/20,Clémence,7750,USD
Lindy 26,1/18/20,Clémence,5400,EUR
Lindy 26,3/26/20,Clemence,60700,HKD
Lindy 26,4/16/20,Evercolor,5550,EUR
Lindy 26,4/16/20,Clemence,975700,JPY
Lindy 26,4/18/20,Evercolor,5550,USD
Lindy 26,4/29/20,Volupto Touch,82000,HKD
Lindy 26,5/20/20,Volupto Touch,10200,USD
Lindy 26,6/25/20,Clémence,10900,SGD
Lindy 26,7/22/20,Clemence,11125,AUD
Lindy 30,1/15/20,Swift,8550,USD
Lindy 30,1/15/20,Clemence,8200,USD
Lindy 30,3/10/20,Swift + Tressage,9150,USD
Lindy 30,3/11/20,Clemence,8150,USD
Lindy 30,3/11/20,Evercolor,8500,USD
Lindy 30,3/11/20,Bicolor in Swift and Epsom,9150,USD
Lindy 30,3/17/20,Clemence,11800,SGD
Lindy 30,3/18/20,Swift and Epsom,13200,SGD
Lindy 30,4/4/20,Clemence,1059300,JPY
Lindy 30,5/14/20,Clémence,5850,USD
Lindy 30,6/24/20,Swift,10500,CAD
Lindy 30,6/25/20,Clémence,65700,HKD
Lindy 34,2/16/20,Clemence,8700,USD
Lindy 34,4/4/20,Clemence,1122000,JPY
Evelyne 16,2/1/20,Clémence,1290,USD
Evelyne 16,2/2/20,Clemence,15100,HKD
Evelyne 16,2/13/20,Felt & Swift,1575,USD
Evelyne 16,3/13/20,Clemence,1800,USD
Evelyne 16,4/20/20,Clémence,13150,RMB
Evelyne 16,6/29/20,Felt & Swift,1130,USD
Evelyne 16,7/6/20,Clemence,14500,HKD
Evelyne 16,8/3/20,Clémence  + tax,2075,CAD
Evelyne 16,8/1/20,Clémence,1290,EUR
Evelyne 16,8/11/20,Clémence,1370,USD
Evelyne 29,1/9/20,Clémence,2420,EUR
Evelyne 29,1/15/20,Clemence,3375,USD
Evelyne 29,1/28/20,Clemence,2420,USD
Evelyne 29,3/27/20,Clemence,27200,HKD
Evelyne 29,4/4/20,Clemence,4985,AUD
Evelyne 29,4/10/20,Clemence,3900,CAD
Evelyne 29,4/11/20,Grizzly & Swift,5050,CAD
Evelyne 29,6/22/20,Clémence,4240000,USD
Evelyne 29,6/22/20,Maurice,3975,CAD
Evelyne 33,1/15/20,Clémence,4500,USD
Evelyne 33,4/4/20,Maurice,492800,JPY
Evelyne 33,4/30/20,Clemence / Epsom,5400,SGD
Evelyne 39,4/4/20,Clémence,6025,AUD
Evelyne 39,4/4/20,Maurice,6220,AUD
Evelyne 39,6/7/20,Maurice,4625,USD
Evelyne 29,3/21/20,Hunter,38200,HKD
Evelyne 29,4/18/20,Hunter,5450,CAD
Evelyne 33,1/15/20,Sellier Hunter,6000,USD
Evelyne 33,3/12/20,Sellier Epsom,38800,HKD
Evelyne 33,4/18/20,Sellier Hunter,6850,CAD
Evelyne 33,4/20/20,Sellier Hunter,5900,USD
Evelyne 33,6/23/20,Sellier Hunter,8755,AUD
Kelly 25,1/8/19,Epsom Sellier,7250,GBP
Kelly 25,1/8/19,Togo Retourne,6560,GBP
Kelly 25,1/29/19,Togo Sellier,7600,EUR
Kelly 25,2/5/19,Epsom Sellier,10300,USD
Kelly 25,2/6/19,Epsom Sellier,7300,EUR
Kelly 25,2/14/19,Epsom Sellier,8950,CHF
Kelly 25,2/14/19,Togo Retourne,9350,USD
Kelly 25,2/14/19,Chèvre Sellier,10600,USD
Kelly 25,2/20/19,Ostrich Sellier,87600,QAR
Kelly 25,3/23/19,Barenia Sellier,11900,USD
Kelly 25,4/11/19,Togo Retourne,6600,EUR
Kelly 25,4/25/19,Togo Retourné,9500,USD
Kelly 25,5/1/19,Chèvre Sellier,11000,USD
Kelly 25,5/12/19,Ostrich Sellier,22400,USD
Kelly 25,5/13/19,Matte Alligator Retourne,32500,USD
Kelly 25,7/15/19,Matte Himalaya Croc,45300,USD
Kelly 25,7/24/19,Box,8750,EUR
Kelly 25,9/20/19,Tadelakt Sellier -,11500,USD
Kelly 25,10/25/19,Chevre Mysore Sellier,7850,EUR
Kelly 25,12/9/19,Swift Retourné,14490,AUD
Kelly 25,12/22/19,Swift Retourne,6750,EUR
Kelly 28,1/8/19,Togo Retourne,7150,GBP
Kelly 28,1/3/19,Togo,8400,CHF
Kelly 28,2/7/19,Evercolor Retourne,7300,EUR
Kelly 28,2/10/19,Togo Retourne,10200,USD
Kelly 28,3/14/19,Box Sellier,12500,USD
Kelly 28,3/15/19,Togo Retourne,7050,EUR
Kelly 28,3/23/19,Veau Graine Monsieur Sellier,11500,USD
Kelly 28,3/23/19,Shiny Croc Niko,45000,CAD
Kelly 28,4/16/19,Epsom Sellier,7550,EUR
Kelly 28,5/20/19,Togo Retourne,226500,MXN
Kelly 28,6/24/19,Chèvre Sellier,11300,USD
Kelly 28,7/15/19,Evercolor Retourne,10300,USD
Kelly 28,7/15/19,Epsom Sellier,10700,USD
Kelly 28,7/15/19,Tadelakt Sellier,11500,USD
Kelly 28,7/15/19,Box Sellier,12500,USD
Kelly 28,7/22/19,Evercolor Retourne,83700,HKD
Kelly 28,10/19/19,Epsom Sellier,1250000,JPY
Kelly 32,1/22/19,Epsom Retourne,10400,USD
Kelly 32,1/24/19,Epsom Sellier,8200,EUR
Kelly 32,2/2/19,Veau Fauve Barenia Faubourg,11900,USD
Kelly 32,5/4/19,Clemence Retourne,11000,USD
Kelly 32,7/15/19,Epsom Sellier,11600,USD
Kelly 32,7/15/19,Swift Toile (Combo) Sellier,12800,USD
Kelly 32,7/15/19,Shiny Porosus Crocodile Sellier,46300,USD
Kelly 35,5/15/19,Clemence Retourné,8300,EUR
Kelly 7.5,3/30/19,Chèvre,6100,EUR
Kelly 7.5,4/18/19,Chevre,8650,USD
Kelly 7.5,4/12/19,Epsom,5650,EUR
Kelly 7.5,5/10/19,Box Calf,6460,GBP
Kelly 7.5,5/16/19,Lisse Alligator,22800,CHF
Kelly 7.5,7/15/19,Matte Alligator,25200,USD
Kelly 7.5,10/18/19,Box,9200,USD
Kelly 7.5,11/24/19,Epsom ¥,930000,JPY
Kelly 7.5,3/21/19,Picnic Swift Or Barenia,9740,GBP
Kelly 7.5,7/15/19,Picnic Swift,13900,USD
Birkin 25,1/8/19,Togo,6570,GBP
Birkin 25,1/10/19,Togo,13900,SGD
Birkin 25,1/10/19,Togo,6200,EUR
Birkin 25,1/17/19,Togo,9400,USD
Birkin 25,1/11/19,Croc,33300,EUR
Birkin 25,1/29/19,Togo,6600,EUR
Birkin 25,2/22/19,Togo,9550,USD
Birkin 25,4/11/19,Togo,6600,EUR
Birkin 25,4/18/19,Swift,6800,EUR
Birkin 25,5/13/19,Porosus Lissé ,40850,CHF
Birkin 25,5/28/19,Veau Jonathan,9700,USD
Birkin 25,6/3/19,Porosus Croc,33110,GBP
Birkin 25,6/21/19,Chevre So,6900,EUR
Birkin 25,7/1/19,Clemence,9550,USD
Birkin 25,7/15/19,Shiny Porosus Crocodile Diamond Hw,149000,USD
Birkin 25,9/1/19,Matte Alligator,49000,CAD
Birkin 25,9/25/19,Ostrich,13000,EUR
Birkin 25,10/15/19,Shiny Porosus Croc,42000,USD
Birkin 25,12/16/19,Lizard,17300,USD
Birkin 25,12/23/19,Swift,6760,GBP
Birkin 30,1/5/19,Ostrich,20900,USD
Birkin 30,1/8/19,Togo,7510,GBP
Birkin 30,1/11/19,Togo,7550,EUR
Birkin 30,1/12/19,Togo,15800,SGD
Birkin 30,1/15/19,Evercalf,11900,USD
Birkin 30,1/15/19,Togo,16325,AUD
Birkin 30,1/20/19,Epsom,10800,USD
Birkin 30,2/27/19,Barenia Faubourg Ghw,8450,EUR
Birkin 30,1/26/19,Clemence,10900,USD
Birkin 30,2/6/19,Togo Rghw,10900,USD
Birkin 30,3/11/19,Box,9150,EUR
Birkin 30,3/25/19,Barenia Faubourg Ghw,12200,USD
Birkin 30,3/26/19,Veau Jonathan,7600,EUR
Birkin 30,4/18/19,Ostrich,15700,EUR
Birkin 30,4/29/19,Veau Fauve Barenia Ghw,8850,EUR
Birkin 30,5/13/19,Togo,9250,USD
Birkin 30,5/13/19,Chevre,9400,CHF
Birkin 30,5/20/19,Togo,10900,USD
Birkin 30,5/23/19,Epsom,7500,EUR
Birkin 30,5/25/19,Togo,12700,CAD
Birkin 30,6/14/19,Novillo,11000,USD
Birkin 30,6/15/19,Matte Alligator Verso,47800,USD
Birkin 30,7/15/19,Shiny Nilo Croc,47800,USD
Birkin 30,7/17/19,Shiny Porosus Croc,40260,GBP
Birkin 30,7/28/19,Togo Rghw,9250,CHF
Birkin 30,8/1/19,Chèvre,11400,USD
Birkin 30,8/7/19,Box,13200,USD
Birkin 30,9/10/19,Chevre So,11400,USD
Birkin 30,12/18/19,Sellier Veau Madam,9150,EUR
Birkin 35,1/15/19,Togo,8600,EUR
Birkin 35,1/25/19,Togo,10250,CHF
Birkin 35,3/28/19,Barenia,13300,USD
Birkin 35,3/30/19,Novillo,12200,USD
Birkin 35,7/15/19,Sea-Surf Canvas Lining,12400,USD
Birkin 35,11/16/19,Barenia Faubourg,13600,USD
Birkin 40,10/15/19,Togo,9050,EUR
HAC 40,3/28/19,Barenia And Felt Retourne,13600,USD
Constance 18,1/1/19,Ostrich,15100,USD
Constance 18,1/11/19,Croc,20500,EUR
Constance 18,2/1/19,Box,6500,EUR
Constance 18,2/10/19,Epsom,7800,USD
Constance 18,2/13/19,Evercolor,8200,USD
Constance 18,2/14/19,Epsom,5400,EUR
Constance 18,2/16/19,Alligator,29300,USD
Constance 18,2/21/19,Evercolor,9450,CAD
Constance 18,3/30/19,Swift,5750,EUR
Constance 18,4/5/19,Swift,8300,USD
Constance 18,5/13/19,Box,9350,USD
Constance 18,6/15/19,Ostrich,15200,USD
Constance 18,6/26/19,Monsieur,5850,EUR
Constance 18,8/10/19,Ostrich Eu,10800,EUR
Constance 18,9/14/19,Epsom With Enamel Buckle,8450,USD
Constance 18,10/12/19,Epsom,8950,CAD
Constance 18,10/24/19,Veau Tadelakt,8450,USD
Constance 18,10/16/19,Doblis,9500,USD
Constance 18,11/9/19,Monsieur,8450,USD
Constance 24,1/5/19,Epsom,9750,USD
Constance 24,1/8/19,Epsom,6960,GBP
Constance 24,1/22/19,Ostrich,18700,USD
Constance 24,2/10/19,Evercolor,11100,USD
Constance 24,2/23/19,Epsom,10300,USD
Constance 24,2/27/19,Epsom,7150,EUR
Constance 24,4/3/19,Matte Alligator,32800,USD
Constance 24,4/20/19,Ostrich,13500,EUR
Constance 24,5/4/19,Evercolor,7900,EUR
Constance 24,5/13/19,Ostrich,19400,USD
Constance 24,6/28/19,Ombre,23900,EUR
Constance 24,7/1/19,Veau Monsieur Enamel Clasp,7900,EUR
Constance 24,7/15/19,Shiny Alligator,32800,USD
Constance 24,7/21/19,Ostrich Hkd,186000,HKD
Constance 24,8/7/19,Espom Gbp,6960,GBP
Constance 24,8/10/19,Evercolor,7700,EUR
Constance 24,10/22/19,Epsom,7150,EUR
Lindy 26,1/1/19,Swift With Epsom Tressage Strap,8000,USD
Lindy 26,1/17/19,Swift Verso,8000,USD
Lindy 26,1/17/19,Clemence,7100,USD
Lindy 26,1/17/19,Touch Gator,9500,USD
Lindy 26,2/4/19,Clemence,7550,USD
Lindy 26,2/4/19,Swift With Epsom Tressage Strap,8500,USD
Lindy 26,2/7/19,Clemence,8400,CAD
Lindy 26,4/11/19,Swift Verso,5500,EUR
Lindy 26,7/15/19,Tressage,8500,USD
Lindy 26,7/15/19,Matte Supple Crocodile,33300,USD
Lindy 30,1/1/19,Clemence,7800,USD
Lindy 30,1/1/19,Swift,7850,USD
Lindy 30,1/8/19,Evercolor,5900,EUR
Lindy 30,2/3/19,Matte Alligator,37200,USD
Lindy 30,2/4/19,Clemence,8200,USD
Lindy 30,2/4/19,Swift,8550,USD
Lindy 30,2/3/19,Matte Alligator,41500,USD
Lindy 30,2/4/19,Swift And Epsom Strap,6320,GBP
Lindy 30,4/20/19,Evercolor,7250,CHF
Lindy 30,4/20/19,Swift,7800,CHF
Lindy 30,4/20/19,Clemence,7000,CHF
Lindy 30,5/12/19,Evercolor Usd,8500,USD
Lindy 30,5/23/19,Clemence,8200,USD
Lindy 30,5/23/19,Swift,8550,USD
Lindy 30,7/15/19,Tressage,9150,USD
Lindy 30,7/21/19,Matte Gator,26800,EUR
